loteria,concurso,data,acumulou,b1,b2,b3,b4,b5,b6,o1,o2,o3,o4,o5,o6
megasena,1537,09/10/2013,False,06,10,33,50,51,56,06,56,33,50,51,10
megasena,1538,11/10/2013,False,23,27,35,52,53,57,35,52,27,53,57,23
megasena,1539,16/10/2013,True,08,10,20,26,49,58,10,49,08,58,20,26
megasena,1540,19/10/2013,True,03,17,27,32,47,54,54,47,27,17,03,32
megasena,1541,23/10/2013,True,05,24,37,44,49,58,37,05,24,44,49,58
megasena,1542,26/10/2013,True,07,11,12,30,39,57,07,12,57,11,30,39
megasena,1543,30/10/2013,True,07,15,20,23,30,41,30,07,23,20,15,41
megasena,1544,01/11/2013,True,02,21,30,35,45,50,30,50,45,02,35,21
megasena,1545,06/11/2013,False,04,06,11,24,45,48,06,48,11,45,04,24
megasena,1546,09/11/2013,True,04,17,38,44,53,60,38,44,17,60,04,53
megasena,1547,13/11/2013,False,02,09,10,18,21,28,28,21,09,10,02,18
megasena,1548,16/11/2013,True,19,41,42,44,47,54,44,41,42,54,47,19
megasena,1549,20/11/2013,False,10,12,16,20,32,53,32,53,16,20,12,10
megasena,1550,23/11/2013,False,09,13,21,27,36,56,21,56,36,09,13,27
megasena,1551,27/11/2013,False,02,15,19,21,23,38,02,23,38,15,21,19
megasena,1552,30/11/2013,True,07,18,24,26,39,46,07,18,26,46,39,24
megasena,1553,04/12/2013,True,20,21,22,29,46,60,29,21,20,46,22,60
megasena,1554,07/12/2013,True,30,32,49,50,52,53,30,52,50,49,53,32
megasena,1555,11/12/2013,True,02,05,23,33,52,59,05,52,59,02,33,23
megasena,1556,14/12/2013,True,01,04,07,10,11,52,07,52,11,10,01,04
megasena,1557,17/12/2013,True,04,16,18,31,45,46,46,18,16,45,31,04
megasena,1558,19/12/2013,True,07,15,17,31,42,54,31,42,15,07,17,54
megasena,1559,21/12/2013,False,08,12,16,29,37,58,37,58,12,29,08,16
megasena,1560,31/12/2013,False,20,30,36,38,47,53,30,47,53,38,20,36
megasena,1561,02/01/2014,True,23,26,28,54,55,60,28,26,54,55,23,60
megasena,1562,04/01/2014,True,10,12,23,37,47,51,12,10,51,37,23,47
megasena,1563,09/01/2014,False,01,06,13,20,36,43,43,36,01,20,13,06
megasena,1564,11/01/2014,False,25,38,44,46,53,54,54,44,38,25,46,53
megasena,1565,15/01/2014,True,18,37,39,41,43,51,43,41,37,51,18,39
megasena,1566,18/01/2014,False,05,06,11,32,36,60,11,32,60,05,06,36
megasena,1567,22/01/2014,True,02,15,30,38,48,53,53,38,30,02,15,48
megasena,1568,25/01/2014,True,19,24,25,28,42,58,28,58,19,24,42,25
megasena,1569,29/01/2014,True,05,15,18,31,42,53,42,15,18,31,05,53
megasena,1570,01/02/2014,True,15,18,24,42,46,56,18,46,42,15,56,24
megasena,1571,05/02/2014,True,03,29,32,46,55,60,46,60,55,32,03,29
megasena,1572,08/02/2014,True,20,27,42,45,46,47,46,42,27,45,20,47
megasena,1573,12/02/2014,True,07,16,21,35,36,38,07,16,36,35,38,21
megasena,1574,15/02/2014,True,06,27,28,33,46,48,06,28,33,48,46,27
megasena,1575,19/02/2014,False,01,04,05,14,45,56,01,05,04,45,14,56
megasena,1576,22/02/2014,True,13,15,21,26,30,46,26,30,21,15,13,46
megasena,1577,26/02/2014,False,11,14,25,32,51,59,25,32,11,59,51,14
megasena,1578,01/03/2014,True,03,06,30,37,53,56,06,53,56,30,37,03
megasena,1579,05/03/2014,True,25,34,40,49,51,60,34,25,40,51,60,49
megasena,1580,08/03/2014,False,01,06,14,17,33,36,01,06,14,17,33,36
megasena,1581,12/03/2014,True,14,15,25,30,31,34,31,34,15,14,25,30
megasena,1582,15/03/2014,False,01,04,13,17,38,48,04,17,01,48,13,38
megasena,1583,19/03/2014,True,02,09,17,18,45,47,18,02,09,47,17,45
megasena,1584,22/03/2014,True,03,22,27,28,50,54,27,54,28,50,22,03
megasena,1585,26/03/2014,True,02,43,47,48,49,55,55,47,43,48,49,02
megasena,1586,29/03/2014,True,08,39,43,46,47,58,47,58,08,43,39,46
megasena,1587,02/04/2014,True,08,19,21,30,52,56,08,21,19,30,52,56
megasena,1588,05/04/2014,False,23,29,32,36,45,49,36,29,23,49,32,45
megasena,1589,09/04/2014,True,04,05,11,19,41,51,11,41,51,05,19,04
megasena,1590,12/04/2014,True,07,20,34,40,44,55,40,07,44,55,34,20
megasena,1591,16/04/2014,False,04,10,23,33,38,55,04,23,55,10,38,33
megasena,1592,19/04/2014,True,31,36,38,41,42,49,41,49,36,42,31,38
megasena,1593,23/04/2014,False,04,09,17,18,21,38,04,17,38,09,18,21
megasena,1594,26/04/2014,True,06,07,08,23,43,53,53,43,23,06,07,08
megasena,1595,30/04/2014,False,02,05,08,42,46,59,59,05,42,08,46,02
megasena,1596,03/05/2014,False,01,05,07,10,12,45,05,12,01,07,45,10
megasena,1597,07/05/2014,True,05,10,16,44,50,52,16,52,05,44,10,50
megasena,1598,10/05/2014,True,29,31,36,42,47,53,36,47,42,29,53,31
megasena,1599,14/05/2014,False,03,10,15,35,36,58,35,10,15,58,36,03
megasena,1600,17/05/2014,False,09,23,32,35,46,57,09,46,23,32,35,57
megasena,1601,21/05/2014,True,08,10,24,45,56,60,60,24,56,45,10,08
megasena,1602,24/05/2014,False,08,12,22,35,40,44,08,44,40,35,22,12
megasena,1603,28/05/2014,True,13,20,27,31,53,60,13,53,20,31,60,27
megasena,1604,31/05/2014,True,02,21,24,27,40,51,21,40,51,27,24,02
megasena,1605,04/06/2014,True,09,19,21,30,31,42,42,30,09,19,31,21
megasena,1606,07/06/2014,False,01,15,37,42,46,54,54,01,15,37,46,42
megasena,1607,11/06/2014,True,07,31,32,41,51,52,32,41,51,07,31,52
megasena,1608,14/06/2014,True,05,06,17,43,54,59,06,43,17,05,54,59
megasena,1609,18/06/2014,True,02,06,13,26,53,60,02,26,06,13,53,60
megasena,1610,21/06/2014,True,01,04,09,35,36,53,36,53,35,09,01,04
megasena,1611,25/06/2014,True,24,28,47,50,51,58,24,51,50,28,58,47
megasena,1612,28/06/2014,False,06,13,17,36,42,51,17,51,36,06,42,13
megasena,1613,02/07/2014,True,04,18,31,44,46,49,31,18,04,46,44,49
megasena,1614,05/07/2014,False,14,17,21,27,43,49,49,27,43,17,14,21
megasena,1615,09/07/2014,True,05,20,26,31,33,44,26,20,05,44,33,31
megasena,1616,12/07/2014,True,28,31,40,42,46,58,46,40,58,31,28,42
megasena,1617,16/07/2014,False,03,23,26,31,47,54,23,31,47,54,03,26
megasena,1618,19/07/2014,False,09,20,24,43,51,52,09,51,20,24,52,43
megasena,1619,23/07/2014,True,05,08,17,42,46,47,46,17,05,42,47,08
megasena,1620,26/07/2014,True,13,23,27,34,38,57,57,23,38,13,34,27
megasena,1621,30/07/2014,False,10,22,24,38,39,49,24,22,38,49,10,39
megasena,1622,02/08/2014,True,04,05,07,21,45,53,21,07,05,53,45,04
megasena,1623,05/08/2014,True,33,43,49,50,56,59,33,56,59,43,50,49
megasena,1624,07/08/2014,True,02,27,32,41,47,58,32,02,27,47,58,41
megasena,1625,09/08/2014,True,11,22,36,40,45,52,45,11,22,52,36,40
megasena,1626,13/08/2014,True,03,05,14,35,43,52,03,52,05,43,35,14
megasena,1627,16/08/2014,False,20,26,32,41,45,57,26,57,20,32,45,41
megasena,1628,20/08/2014,True,26,29,34,38,50,60,38,26,60,34,29,50
megasena,1629,23/08/2014,True,04,20,24,35,47,59,47,20,35,04,59,24
megasena,1630,27/08/2014,True,01,07,30,43,44,54,30,43,07,44,01,54
megasena,1631,30/08/2014,True,04,29,44,47,48,60,47,48,44,60,04,29
megasena,1632,03/09/2014,False,06,18,24,27,56,59,18,56,27,06,24,59
megasena,1633,06/09/2014,True,01,02,11,13,36,49,02,11,49,13,36,01
megasena,1634,10/09/2014,False,09,10,23,33,44,51,44,09,33,10,23,51
megasena,1635,13/09/2014,True,08,23,28,30,32,51,30,32,51,08,28,23
megasena,1636,17/09/2014,True,19,26,33,35,51,52,33,19,52,51,35,26
megasena,1637,20/09/2014,True,01,05,24,47,55,56,05,56,24,55,01,47
megasena,1638,24/09/2014,True,01,02,38,41,42,58,38,02,42,58,41,01
megasena,1639,27/09/2014,False,16,29,34,35,49,51,35,51,34,49,16,29
megasena,1640,01/10/2014,False,02,06,18,23,31,46,06,18,46,23,31,02
megasena,1641,04/10/2014,True,23,29,30,33,46,51,51,30,29,33,46,23
megasena,1642,08/10/2014,True,03,23,42,43,47,60,47,03,43,42,60,23
megasena,1643,11/10/2014,True,16,19,20,28,37,60,19,20,16,60,28,37
megasena,1644,15/10/2014,True,10,13,16,22,34,60,10,16,34,13,60,22
megasena,1645,18/10/2014,True,08,18,21,31,37,38,31,37,21,38,08,18
megasena,1646,22/10/2014,True,19,23,34,40,41,58,34,23,41,19,40,58
megasena,1647,25/10/2014,False,12,17,23,38,53,54,38,54,23,12,17,53
megasena,1648,29/10/2014,True,15,16,18,20,22,48,48,18,15,22,20,16
megasena,1649,01/11/2014,True,24,33,38,42,44,54,54,33,24,44,38,42
megasena,1650,05/11/2014,True,17,23,29,38,57,60,23,57,29,17,60,38
megasena,1651,08/11/2014,True,08,27,35,38,41,44,27,44,08,35,38,41
megasena,1652,12/11/2014,True,07,24,26,28,44,57,44,28,24,57,07,26
megasena,1653,14/11/2014,True,01,21,22,27,32,45,45,22,27,21,01,32
megasena,1654,19/11/2014,True,07,16,33,42,50,58,50,33,42,07,58,16
megasena,1655,22/11/2014,False,07,24,28,46,53,56,56,46,07,24,28,53
megasena,1656,26/11/2014,True,04,06,11,43,54,56,06,04,43,54,56,11
megasena,1657,29/11/2014,False,07,10,14,37,45,54,10,54,37,45,14,07
megasena,1658,03/12/2014,False,07,11,19,23,40,49,07,40,19,49,11,23
megasena,1659,06/12/2014,True,04,10,20,33,37,49,20,33,37,49,04,10
megasena,1660,10/12/2014,False,08,17,34,38,42,51,17,38,42,51,34,08
megasena,1661,13/12/2014,True,13,16,27,43,48,58,16,48,43,27,58,13
megasena,1662,17/12/2014,False,10,14,25,29,33,57,57,10,25,14,33,29
megasena,1663,20/12/2014,True,18,20,27,40,49,55,20,27,49,40,55,18
megasena,1664,24/12/2014,False,08,21,23,29,36,48,48,08,21,36,23,29
megasena,1665,31/12/2014,False,01,05,11,16,20,56,20,11,16,01,56,05
megasena,1666,03/01/2015,True,01,02,23,27,45,51,51,27,01,23,45,02
megasena,1667,07/01/2015,False,07,12,24,44,51,56,51,24,56,07,12,44
megasena,1668,10/01/2015,True,05,40,47,52,55,57,47,40,55,57,52,05
megasena,1669,14/01/2015,True,28,29,31,45,48,49,29,28,31,48,45,49
megasena,1670,17/01/2015,True,01,17,19,30,33,47,01,33,30,17,47,19
megasena,1671,21/01/2015,True,21,27,31,45,55,56,21,31,56,55,45,27
megasena,1672,24/01/2015,False,01,03,05,10,20,42,20,10,01,05,42,03
megasena,1673,28/01/2015,True,05,10,23,24,35,47,35,10,47,05,24,23
megasena,1674,31/01/2015,True,22,30,42,50,58,59,42,59,30,58,50,22
megasena,1675,04/02/2015,False,03,18,34,35,36,56,36,03,35,56,18,34
megasena,1676,07/02/2015,True,01,02,11,37,48,51,02,01,37,51,48,11
megasena,1677,11/02/2015,False,10,15,28,33,51,52,52,33,15,28,51,10
megasena,1678,14/02/2015,True,09,11,17,19,35,52,35,52,17,19,09,11
megasena,1679,18/02/2015,False,01,02,27,28,46,47,28,02,01,46,27,47
megasena,1680,21/02/2015,False,23,37,38,46,47,51,37,46,47,51,23,38
megasena,1681,25/02/2015,False,01,06,08,11,33,50,01,33,08,11,06,50
megasena,1682,28/02/2015,True,07,13,35,37,39,51,13,39,51,37,35,07
megasena,1683,04/03/2015,False,04,12,32,33,34,48,48,04,12,34,32,33
megasena,1684,07/03/2015,True,09,12,18,31,39,50,09,12,31,50,18,39
megasena,1685,11/03/2015,True,03,18,31,39,46,51,39,46,18,51,31,03
megasena,1686,14/03/2015,False,09,14,37,44,46,55,44,37,09,55,14,46
megasena,1687,18/03/2015,False,15,24,37,46,49,58,15,58,24,37,46,49
megasena,1688,21/03/2015,True,18,23,30,32,42,56,18,23,42,56,32,30
megasena,1689,25/03/2015,False,02,05,13,27,41,53,41,02,53,05,13,27
megasena,1690,28/03/2015,True,21,24,26,35,45,53,24,45,53,35,26,21
megasena,1691,01/04/2015,True,01,10,24,39,45,58,39,45,58,10,01,24
megasena,1692,04/04/2015,True,11,13,14,27,44,56,44,56,13,14,27,11
megasena,1693,08/04/2015,True,05,15,18,19,21,38,19,18,38,05,21,15
megasena,1694,11/04/2015,False,20,29,34,37,45,57,34,29,20,37,57,45
megasena,1695,15/04/2015,True,24,36,38,43,44,58,36,43,38,24,58,44
megasena,1696,18/04/2015,False,01,12,17,31,37,46,12,01,31,37,17,46
megasena,1697,22/04/2015,True,08,23,30,51,53,58,08,30,23,51,53,58
megasena,1698,25/04/2015,True,11,13,24,28,44,45,24,44,28,13,45,11
megasena,1699,29/04/2015,True,01,06,10,30,33,38,01,10,30,33,38,06
megasena,1700,02/05/2015,False,15,18,41,48,50,58,58,41,48,50,15,18
megasena,1701,05/05/2015,False,03,09,18,32,40,56,09,03,18,40,32,56
megasena,1702,07/05/2015,False,17,19,33,35,39,52,39,52,17,35,19,33
megasena,1703,09/05/2015,True,03,23,26,35,39,49,49,03,35,39,23,26
megasena,1704,13/05/2015,True,01,07,11,32,51,59,11,07,59,51,32,01
megasena,1705,16/05/2015,True,25,27,29,37,50,51,50,37,51,27,29,25
megasena,1706,20/05/2015,False,12,31,34,36,48,56,12,31,34,48,36,56
megasena,1707,23/05/2015,True,07,16,20,27,36,52,36,27,20,07,16,52
megasena,1708,27/05/2015,True,17,29,32,38,45,50,38,50,29,45,17,32
megasena,1709,30/05/2015,True,07,19,30,35,42,47,30,07,47,35,19,42
megasena,1710,03/06/2015,True,07,21,28,56,58,59,59,56,07,28,21,58
megasena,1711,06/06/2015,True,22,26,38,39,45,50,38,22,50,45,26,39
megasena,1712,10/06/2015,True,02,12,19,29,50,59,50,19,59,02,29,12
megasena,1713,13/06/2015,False,03,10,16,23,27,29,03,29,10,16,23,27
megasena,1714,17/06/2015,True,02,08,24,36,51,52,51,02,24,52,36,08
megasena,1715,20/06/2015,True,16,20,35,40,53,60,20,16,35,40,60,53
megasena,1716,24/06/2015,False,02,25,36,41,42,53,25,36,02,53,42,41
megasena,1717,27/06/2015,True,02,09,16,37,44,58,09,58,16,44,02,37
megasena,1718,01/07/2015,True,04,30,31,32,47,53,30,53,04,31,47,32
megasena,1719,04/07/2015,True,01,22,31,34,44,54,44,22,31,54,34,01
megasena,1720,07/07/2015,True,18,23,31,39,49,57,49,39,18,31,57,23
megasena,1721,09/07/2015,False,04,12,19,33,36,38,12,33,04,38,36,19
megasena,1722,11/07/2015,True,09,23,39,41,49,58,41,39,09,49,23,58
megasena,1723,15/07/2015,True,14,27,30,46,52,60,27,60,30,14,46,52
megasena,1724,18/07/2015,True,27,33,37,39,58,60,27,39,37,58,60,33
megasena,1725,22/07/2015,True,16,18,26,30,31,34,26,31,30,18,16,34
megasena,1726,25/07/2015,True,03,10,42,49,54,57,42,54,57,03,49,10
megasena,1727,29/07/2015,False,04,06,19,20,40,41,04,06,41,40,19,20
megasena,1728,01/08/2015,True,03,08,28,39,42,59,28,39,08,59,42,03
megasena,1729,04/08/2015,True,07,14,23,43,44,53,53,14,44,07,23,43
megasena,1730,06/08/2015,False,01,10,17,24,42,51,01,24,10,17,42,51
megasena,1731,08/08/2015,True,05,18,27,43,49,59,59,49,43,05,27,18
megasena,1732,12/08/2015,False,25,34,38,45,53,60,25,60,34,53,45,38
megasena,1733,15/08/2015,False,03,05,09,14,41,46,05,09,41,14,03,46
megasena,1734,19/08/2015,True,12,17,25,29,41,52,52,29,17,41,12,25
megasena,1735,22/08/2015,True,06,16,33,34,45,46,46,16,33,45,34,06
megasena,1736,26/08/2015,True,12,13,24,29,32,41,13,32,12,41,24,29
megasena,1737,29/08/2015,True,05,08,42,50,51,59,59,05,51,42,50,08
megasena,1738,02/09/2015,False,12,28,37,46,48,53,53,46,28,48,37,12
megasena,1739,05/09/2015,True,09,10,17,32,34,46,34,17,09,46,10,32
megasena,1740,09/09/2015,True,10,15,25,38,47,53,38,15,47,25,10,53
megasena,1741,12/09/2015,False,15,18,20,32,48,49,49,18,20,32,15,48
megasena,1742,16/09/2015,True,11,19,21,23,27,52,23,27,21,19,52,11
megasena,1743,19/09/2015,True,04,10,29,31,34,35,34,31,29,04,10,35
megasena,1744,23/09/2015,True,09,12,14,29,42,56,12,09,56,29,14,42
megasena,1745,26/09/2015,True,09,13,18,47,52,60,13,47,60,18,52,09
megasena,1746,30/09/2015,True,06,18,37,40,41,58,37,40,06,58,41,18
megasena,1747,03/10/2015,False,06,33,34,48,53,59,53,34,59,33,48,06
megasena,1748,07/10/2015,True,02,10,13,41,49,53,02,53,13,49,10,41
megasena,1749,10/10/2015,True,03,13,14,29,33,43,33,13,14,03,43,29
megasena,1750,13/10/2015,True,15,17,20,31,41,48,17,41,48,15,20,31
megasena,1751,15/10/2015,True,15,22,23,42,51,57,42,22,51,23,57,15
megasena,1752,17/10/2015,True,09,36,37,53,55,60,36,53,55,37,60,09
megasena,1753,21/10/2015,False,08,15,29,35,45,54,54,08,45,29,35,15
megasena,1754,24/10/2015,True,20,27,30,31,40,53,20,31,40,30,27,53
megasena,1755,28/10/2015,True,02,05,08,18,30,48,48,05,30,18,08,02
megasena,1756,31/10/2015,True,06,13,14,28,35,45,28,13,06,14,45,35
megasena,1757,04/11/2015,True,13,25,28,37,43,56,43,13,28,56,37,25
megasena,1758,07/11/2015,True,06,11,16,23,36,42,06,23,16,11,42,36
megasena,1759,10/11/2015,True,02,14,21,22,51,60,02,14,21,60,22,51
megasena,1760,13/11/2015,True,10,24,25,36,47,48,25,10,24,47,48,36
megasena,1761,14/11/2015,True,09,10,36,50,53,55,53,36,10,09,50,55
megasena,1762,18/11/2015,True,26,32,42,45,55,59,45,59,42,55,32,26
megasena,1763,21/11/2015,True,09,12,15,21,31,36,21,09,15,36,12,31
megasena,1764,25/11/2015,False,06,07,29,39,41,55,06,07,41,39,29,55
megasena,1765,28/11/2015,True,01,06,28,37,56,58,01,28,56,37,06,58
megasena,1766,02/12/2015,True,22,23,41,46,53,60,60,23,22,46,53,41
megasena,1767,05/12/2015,True,16,26,35,39,44,45,44,26,39,35,16,45
megasena,1768,09/12/2015,True,05,07,11,34,35,50,35,11,07,50,34,05
megasena,1769,12/12/2015,True,32,37,44,47,54,60,32,44,54,60,47,37
megasena,1770,16/12/2015,True,11,26,27,30,34,41,34,30,41,11,27,26
megasena,1771,19/12/2015,True,02,20,27,28,32,38,38,02,27,28,32,20
megasena,1772,22/12/2015,False,12,19,27,39,41,45,27,39,19,41,12,45
megasena,1773,24/12/2015,True,15,30,39,41,45,59,45,41,39,30,15,59
megasena,1774,26/12/2015,True,01,12,20,30,52,60,01,52,30,60,20,12
megasena,1775,31/12/2015,False,02,18,31,42,51,56,31,02,51,42,18,56
megasena,1776,02/01/2016,True,10,11,14,19,39,48,39,11,48,14,19,10
megasena,1777,06/01/2016,True,04,19,38,44,52,55,55,04,44,38,19,52
megasena,1778,09/01/2016,True,04,10,38,40,45,48,04,38,48,10,45,40
megasena,1779,12/01/2016,True,12,25,30,39,56,57,25,56,30,12,39,57
megasena,1780,14/01/2016,True,06,20,22,31,33,34,20,06,33,22,31,34
megasena,1781,16/01/2016,False,01,08,22,49,52,53,22,08,52,01,53,49
megasena,1782,20/01/2016,True,06,18,34,47,52,57,34,57,47,18,06,52
megasena,1783,23/01/2016,True,04,06,16,18,21,38,38,16,21,04,18,06
megasena,1784,27/01/2016,True,04,15,26,30,54,55,30,15,54,55,26,04
megasena,1785,30/01/2016,True,05,11,27,41,42,54,27,05,42,54,41,11
megasena,1786,02/02/2016,True,02,06,08,21,25,34,34,08,02,21,25,06
megasena,1787,04/02/2016,False,01,05,13,25,26,29,01,29,13,25,05,26
megasena,1788,06/02/2016,True,03,13,42,45,56,59,42,45,56,13,03,59
megasena,1789,10/02/2016,True,06,25,43,57,58,59,57,59,06,25,43,58
megasena,1790,13/02/2016,True,11,13,26,27,28,50,28,13,11,26,50,27
megasena,1791,17/02/2016,True,12,18,46,50,53,55,55,12,50,18,53,46
megasena,1792,20/02/2016,True,02,16,17,18,41,47,47,41,18,17,02,16
megasena,1793,24/02/2016,False,13,14,22,54,56,58,56,13,22,54,14,58
megasena,1794,27/02/2016,False,01,05,34,37,40,60,01,05,37,60,34,40
megasena,1795,02/03/2016,True,30,42,47,50,55,58,55,50,42,58,47,30
megasena,1796,05/03/2016,False,22,23,34,48,53,54,54,22,48,34,23,53
megasena,1797,08/03/2016,True,02,13,14,35,54,57,02,57,35,13,54,14
megasena,1798,10/03/2016,True,02,09,23,28,45,53,09,28,45,02,23,53
megasena,1799,12/03/2016,True,01,03,04,39,51,53,53,01,03,04,51,39
megasena,1800,16/03/2016,False,06,11,16,19,31,56,31,56,16,06,11,19
megasena,1801,19/03/2016,True,06,19,34,43,45,54,19,45,43,06,54,34
megasena,1802,23/03/2016,True,02,06,13,14,17,44,06,14,02,17,44,13
megasena,1803,26/03/2016,True,04,08,29,38,49,50,04,29,08,49,38,50
megasena,1804,30/03/2016,True,20,21,28,48,50,59,20,50,48,59,28,21
megasena,1805,02/04/2016,True,17,22,27,31,49,57,17,49,27,22,57,31
megasena,1806,06/04/2016,True,11,20,35,42,55,58,11,42,55,58,35,20
megasena,1807,09/04/2016,True,01,15,16,22,25,43,43,15,22,01,16,25
megasena,1808,13/04/2016,True,02,14,20,25,41,45,20,25,45,02,41,14
megasena,1809,16/04/2016,True,09,12,23,24,46,54,23,12,54,46,09,24
megasena,1810,20/04/2016,False,01,10,25,43,50,56,56,10,43,50,01,25
megasena,1811,23/04/2016,True,05,17,32,35,37,57,32,37,05,35,17,57
megasena,1812,27/04/2016,True,20,23,32,34,37,45,45,34,23,20,37,32
megasena,1813,30/04/2016,True,09,11,13,15,19,51,51,09,13,15,19,11
megasena,1814,03/05/2016,True,09,11,27,46,51,53,53,51,27,11,46,09
megasena,1815,05/05/2016,False,08,11,25,39,41,60,60,08,25,39,41,11
megasena,1816,07/05/2016,True,05,10,12,22,28,46,12,10,46,28,22,05
megasena,1817,11/05/2016,True,01,04,26,39,47,55,47,01,26,55,39,04
megasena,1818,14/05/2016,True,02,06,10,15,53,56,10,53,15,02,06,56
megasena,1819,18/05/2016,True,17,18,26,30,33,37,37,26,18,30,33,17
megasena,1820,21/05/2016,True,03,19,23,27,40,45,27,19,23,03,45,40
megasena,1821,25/05/2016,False,19,22,31,36,52,53,53,31,19,52,36,22
megasena,1822,28/05/2016,True,01,22,26,43,50,53,22,53,26,01,43,50
megasena,1823,01/06/2016,True,04,09,21,34,54,59,54,34,59,21,09,04
megasena,1824,04/06/2016,True,05,06,12,19,30,60,19,30,60,12,06,05
megasena,1825,07/06/2016,False,10,11,21,50,51,54,21,54,10,50,51,11
megasena,1826,09/06/2016,True,17,19,32,43,48,51,43,48,32,19,17,51
megasena,1827,11/06/2016,True,26,33,42,43,53,54,43,33,53,26,54,42
megasena,1828,15/06/2016,True,06,11,32,40,48,59,40,32,11,06,59,48
megasena,1829,18/06/2016,True,07,13,24,30,32,53,53,32,30,07,24,13
megasena,1830,22/06/2016,False,03,07,29,37,54,60,29,03,54,07,37,60
megasena,1831,25/06/2016,False,15,27,28,32,48,55,55,15,48,32,28,27
megasena,1832,29/06/2016,True,14,34,46,47,56,57,34,47,57,56,14,46
megasena,1833,02/07/2016,True,02,03,07,16,27,42,02,42,03,27,16,07
megasena,1834,06/07/2016,False,02,17,22,24,48,51,02,22,51,24,48,17
megasena,1835,09/07/2016,True,08,28,36,47,50,58,50,36,08,28,47,58
megasena,1836,12/07/2016,True,08,15,18,45,59,60,59,18,45,60,08,15
megasena,1837,14/07/2016,True,41,44,48,50,54,57,41,48,57,50,44,54
megasena,1838,16/07/2016,False,05,08,24,30,57,59,59,24,30,08,57,05
megasena,1839,20/07/2016,True,07,22,28,32,56,58,28,32,22,56,58,07
megasena,1840,23/07/2016,True,15,17,33,41,47,48,33,41,48,15,17,47
megasena,1841,27/07/2016,True,03,06,13,38,49,51,06,51,13,38,49,03
megasena,1842,30/07/2016,False,16,18,22,24,34,43,18,43,22,24,16,34
megasena,1843,03/08/2016,False,08,26,28,33,41,54,28,26,33,41,08,54
megasena,1844,06/08/2016,True,03,04,37,39,48,50,04,03,37,39,48,50
megasena,1845,09/08/2016,True,03,09,13,29,30,51,09,03,29,13,30,51
megasena,1846,11/08/2016,True,06,24,26,30,34,49,49,26,30,34,24,06
megasena,1847,13/08/2016,True,01,06,45,49,50,57,45,01,57,49,50,06
megasena,1848,17/08/2016,True,09,40,41,50,55,58,58,41,50,40,09,55
megasena,1849,20/08/2016,True,03,05,11,27,35,44,35,27,03,11,44,05
megasena,1850,24/08/2016,False,23,24,32,38,40,41,24,32,23,40,41,38
megasena,1851,27/08/2016,True,08,18,21,22,35,37,35,22,08,37,21,18
megasena,1852,31/08/2016,True,13,17,29,45,49,50,29,13,49,50,45,17
megasena,1853,03/09/2016,False,01,02,34,39,41,45,02,41,39,01,34,45
megasena,1854,08/09/2016,True,25,30,31,34,43,59,59,30,43,31,34,25
megasena,1855,10/09/2016,True,06,10,15,24,38,39,06,38,24,39,15,10
megasena,1856,14/09/2016,True,02,09,14,22,32,37,14,09,02,32,22,37
megasena,1857,17/09/2016,True,13,23,25,35,52,53,53,35,52,25,23,13
megasena,1858,20/09/2016,True,22,28,30,33,55,59,55,30,28,59,33,22
megasena,1859,22/09/2016,True,01,13,14,21,26,51,13,26,01,21,14,51
megasena,1860,24/09/2016,False,10,30,36,40,44,60,10,40,30,44,36,60
megasena,1861,28/09/2016,True,02,04,09,35,45,60,45,09,60,02,35,04
megasena,1862,01/10/2016,False,02,08,35,42,49,56,08,49,35,42,56,02
megasena,1863,05/10/2016,True,16,23,45,56,58,59,23,45,16,58,59,56
megasena,1864,08/10/2016,True,04,05,14,37,40,60,05,04,37,40,60,14
megasena,1865,13/10/2016,True,01,05,31,32,37,42,42,05,32,37,01,31
megasena,1866,15/10/2016,True,14,17,36,38,44,60,14,36,60,38,17,44
megasena,1867,18/10/2016,True,03,10,17,21,22,43,03,43,21,17,22,10
megasena,1868,20/10/2016,True,01,05,23,25,28,31,25,05,31,01,28,23
megasena,1869,22/10/2016,True,11,23,24,26,40,52,11,26,24,52,40,23
megasena,1870,26/10/2016,True,18,20,30,32,33,40,30,40,33,18,20,32
megasena,1871,29/10/2016,False,03,11,17,33,52,58,17,58,33,52,11,03
megasena,1872,03/11/2016,True,11,13,25,39,46,56,39,11,56,46,13,25
megasena,1873,05/11/2016,True,05,25,28,41,53,54,25,05,53,28,41,54
megasena,1874,08/11/2016,True,10,28,37,43,44,47,43,28,10,37,47,44
megasena,1875,10/11/2016,False,01,45,47,52,53,55,53,45,47,01,52,55
megasena,1876,12/11/2016,True,07,18,39,41,44,51,07,18,51,41,44,39
megasena,1877,16/11/2016,True,13,16,23,24,32,35,35,13,32,16,24,23
megasena,1878,19/11/2016,True,12,16,26,40,56,57,56,26,40,16,57,12
megasena,1879,23/11/2016,False,05,10,20,57,58,59,20,58,10,59,57,05
megasena,1880,26/11/2016,True,05,16,19,37,51,56,19,51,56,16,05,37
megasena,1881,30/11/2016,False,03,10,30,44,53,56,30,10,53,44,03,56
megasena,1882,03/12/2016,True,09,10,19,35,37,41,41,35,37,10,19,09
megasena,1883,07/12/2016,True,16,27,28,47,59,60,28,59,16,47,27,60
megasena,1884,10/12/2016,True,01,04,23,32,38,59,38,01,32,04,23,59
