loteria,concurso,data,acumulou,b1,b2,b3,b4,b5,b6,o1,o2,o3,o4,o5,o6
megasena,1885,14/12/2016,True,07,14,18,23,32,59,59,07,18,23,32,14
megasena,1886,17/12/2016,True,03,07,15,40,45,54,07,40,54,15,03,45
megasena,1887,20/12/2016,True,11,23,34,41,46,56,23,56,41,46,34,11
megasena,1888,22/12/2016,False,01,10,17,18,45,48,48,01,18,45,17,10
megasena,1889,24/12/2016,True,16,23,25,28,30,44,30,25,23,44,28,16
megasena,1890,31/12/2016,False,05,11,22,24,51,53,05,24,51,22,11,53
megasena,1891,04/01/2017,True,01,03,19,23,47,58,47,01,03,19,23,58
megasena,1892,07/01/2017,True,06,17,22,30,37,50,50,22,06,37,30,17
megasena,1893,11/01/2017,True,16,17,19,28,45,58,17,58,45,19,28,16
megasena,1894,14/01/2017,True,21,31,35,53,54,57,31,35,57,54,21,53
megasena,1895,18/01/2017,True,02,03,05,10,15,34,03,05,02,34,10,15
megasena,1896,21/01/2017,False,03,06,14,15,21,25,25,06,14,21,03,15
megasena,1897,25/01/2017,True,09,22,25,47,52,58,52,09,58,47,22,25
megasena,1898,28/01/2017,True,12,34,45,53,55,58,53,12,58,55,34,45
megasena,1899,01/02/2017,True,20,23,35,36,44,48,48,35,44,23,36,20
megasena,1900,04/02/2017,True,08,11,27,28,43,46,46,11,08,43,28,27
megasena,1901,08/02/2017,True,11,12,26,30,37,53,30,53,26,11,37,12
megasena,1902,11/02/2017,False,02,07,09,18,21,25,25,18,02,21,09,07
megasena,1903,15/02/2017,True,09,10,15,28,43,45,09,43,10,15,45,28
megasena,1904,18/02/2017,True,12,15,18,21,51,56,21,18,56,15,51,12
megasena,1905,21/02/2017,True,29,35,43,54,56,57,43,54,29,57,35,56
megasena,1906,23/02/2017,True,06,27,33,39,40,60,27,40,33,06,39,60
megasena,1907,25/02/2017,True,03,25,35,38,44,48,03,48,44,35,25,38
megasena,1908,01/03/2017,True,04,10,13,23,27,57,10,27,57,13,23,04
megasena,1909,04/03/2017,True,11,40,43,45,47,57,47,43,45,40,57,11
megasena,1910,08/03/2017,False,06,09,15,22,39,48,09,06,39,15,22,48
megasena,1911,11/03/2017,True,16,18,23,30,32,33,32,16,33,23,18,30
megasena,1912,15/03/2017,False,10,13,33,35,36,42,42,10,33,36,13,35
megasena,1913,18/03/2017,True,04,14,17,43,52,56,14,56,52,17,04,43
megasena,1914,22/03/2017,False,16,29,33,39,42,44,39,33,29,16,44,42
megasena,1915,25/03/2017,True,02,20,21,33,48,57,57,21,02,33,20,48
megasena,1916,29/03/2017,True,03,09,18,23,50,52,03,50,18,23,09,52
megasena,1917,01/04/2017,True,04,21,25,33,36,46,04,36,25,21,46,33
megasena,1918,05/04/2017,True,16,17,20,22,38,50,22,17,50,38,20,16
megasena,1919,08/04/2017,True,11,28,37,45,54,60,60,28,54,37,45,11
megasena,1920,12/04/2017,True,25,31,33,39,43,45,39,45,31,25,43,33
megasena,1921,15/04/2017,True,10,15,16,19,28,35,19,10,16,15,28,35
megasena,1922,19/04/2017,True,20,22,36,38,41,43,20,41,22,36,43,38
megasena,1923,22/04/2017,True,09,34,42,45,46,59,46,34,59,45,09,42
megasena,1924,26/04/2017,False,12,16,30,52,53,58,16,52,53,58,30,12
megasena,1925,29/04/2017,True,01,17,38,43,45,47,47,43,38,01,17,45
megasena,1926,03/05/2017,False,02,03,14,20,30,46,46,03,02,30,14,20
megasena,1927,06/05/2017,False,05,11,13,19,30,31,11,05,30,31,13,19
megasena,1928,09/05/2017,True,10,26,28,51,53,59,28,51,59,26,53,10
megasena,1929,11/05/2017,True,03,10,23,36,43,52,10,52,23,36,03,43
megasena,1930,13/05/2017,True,04,17,18,37,52,56,17,56,37,52,18,04
megasena,1931,17/05/2017,True,02,08,09,15,22,34,34,08,02,15,09,22
megasena,1932,20/05/2017,True,10,16,21,29,44,55,55,21,16,44,29,10
megasena,1933,24/05/2017,True,02,14,15,19,35,59,15,19,35,59,14,02
megasena,1934,27/05/2017,True,08,23,35,39,56,59,56,39,35,08,23,59
megasena,1935,31/05/2017,False,01,03,10,17,23,24,24,17,10,01,03,23
megasena,1936,03/06/2017,True,03,12,24,40,51,52,51,40,52,24,12,03
megasena,1937,07/06/2017,False,06,10,24,29,43,55,10,29,24,43,06,55
megasena,1938,10/06/2017,True,10,16,32,40,42,54,10,54,42,16,40,32
megasena,1939,14/06/2017,True,07,24,29,39,45,52,39,29,24,52,07,45
megasena,1940,17/06/2017,True,09,13,16,17,36,47,36,16,09,47,13,17
megasena,1941,21/06/2017,False,01,09,24,38,48,49,38,01,09,48,49,24
megasena,1942,24/06/2017,True,06,18,20,24,43,48,48,20,43,18,06,24
megasena,1943,28/06/2017,True,09,11,12,30,39,43,43,11,39,09,30,12
megasena,1944,01/07/2017,True,08,09,39,47,57,59,08,57,47,39,09,59
megasena,1945,04/07/2017,True,04,08,10,21,45,54,08,54,21,10,45,04
megasena,1946,06/07/2017,True,04,06,39,44,52,60,06,39,04,44,52,60
megasena,1947,08/07/2017,True,08,33,40,52,55,59,52,59,55,40,08,33
megasena,1948,12/07/2017,True,12,20,24,28,33,57,28,33,20,24,57,12
megasena,1949,15/07/2017,True,01,06,14,22,30,56,30,01,14,56,22,06
megasena,1950,19/07/2017,True,10,21,32,34,48,57,32,21,10,48,34,57
megasena,1951,22/07/2017,True,14,16,19,21,33,55,55,14,16,21,33,19
megasena,1952,26/07/2017,True,09,21,36,38,52,53,09,21,53,36,52,38
megasena,1953,29/07/2017,False,09,26,29,42,43,45,45,29,42,09,43,26
megasena,1954,02/08/2017,True,09,25,33,35,40,49,40,09,49,25,35,33
megasena,1955,05/08/2017,True,15,27,33,36,41,45,15,41,45,33,36,27
megasena,1956,08/08/2017,True,05,08,20,28,40,45,20,40,28,05,08,45
megasena,1957,10/08/2017,False,02,14,22,23,29,47,23,47,29,02,14,22
megasena,1958,12/08/2017,True,15,20,22,24,34,55,55,34,22,20,24,15
megasena,1959,16/08/2017,True,08,21,27,35,43,56,56,43,21,08,27,35
megasena,1960,19/08/2017,True,01,18,25,37,39,43,43,39,18,25,37,01
megasena,1961,23/08/2017,True,17,25,26,30,32,50,50,30,25,17,32,26
megasena,1962,26/08/2017,True,05,06,15,25,39,53,39,05,06,53,15,25
megasena,1963,30/08/2017,True,04,05,07,34,42,60,34,60,05,04,07,42
megasena,1964,02/09/2017,True,02,27,32,36,48,50,32,27,48,36,02,50
megasena,1965,06/09/2017,False,26,28,35,38,48,55,28,26,55,38,48,35
megasena,1966,09/09/2017,True,10,13,19,32,40,60,19,10,32,60,13,40
megasena,1967,13/09/2017,True,13,30,32,39,46,54,32,39,13,54,30,46
megasena,1968,16/09/2017,True,35,36,39,44,48,52,35,48,44,39,36,52
megasena,1969,19/09/2017,True,08,20,30,32,48,59,30,59,20,32,08,48
megasena,1970,21/09/2017,True,05,10,18,24,39,52,10,18,24,05,39,52
megasena,1971,23/09/2017,True,04,10,41,44,52,54,54,10,52,41,44,04
megasena,1972,27/09/2017,True,09,16,20,54,57,59,20,09,59,54,16,57
megasena,1973,30/09/2017,True,01,12,16,17,52,60,17,16,60,12,52,01
megasena,1974,04/10/2017,False,04,19,27,38,54,57,19,57,38,54,04,27
megasena,1975,07/10/2017,False,08,11,24,26,47,57,08,24,47,26,11,57
megasena,1976,11/10/2017,True,12,14,19,25,52,59,52,14,19,12,59,25
megasena,1977,14/10/2017,False,03,16,28,32,34,37,28,03,32,34,37,16
megasena,1978,17/10/2017,True,02,06,22,44,55,57,06,02,57,22,55,44
megasena,1979,19/10/2017,False,22,23,29,32,38,45,38,23,45,32,29,22
megasena,1980,21/10/2017,True,12,16,17,18,34,37,18,16,12,34,37,17
megasena,1981,25/10/2017,True,06,15,19,37,39,53,15,06,39,19,37,53
megasena,1982,28/10/2017,False,04,14,20,24,46,50,46,24,20,04,50,14
megasena,1983,01/11/2017,False,05,06,10,14,22,36,14,22,06,05,10,36
megasena,1984,04/11/2017,True,21,29,32,35,43,50,43,32,21,50,35,29
megasena,1985,07/11/2017,True,09,28,29,34,36,55,09,36,29,28,34,55
megasena,1986,09/11/2017,True,23,36,43,44,55,56,55,23,44,43,36,56
megasena,1987,11/11/2017,True,10,14,31,34,45,58,10,58,14,45,31,34
megasena,1988,16/11/2017,True,05,10,39,42,46,54,05,39,10,54,46,42
megasena,1989,18/11/2017,True,15,22,30,32,40,58,40,58,30,32,15,22
megasena,1990,22/11/2017,True,11,24,26,34,37,59,37,26,11,24,59,34
megasena,1991,25/11/2017,True,19,20,28,34,36,44,19,34,44,36,20,28
megasena,1992,29/11/2017,False,05,11,13,21,53,54,21,11,13,53,54,05
megasena,1993,02/12/2017,True,06,17,33,48,50,57,50,57,48,17,06,33
megasena,1994,06/12/2017,True,02,05,12,32,40,44,44,05,32,02,12,40
megasena,1995,09/12/2017,True,14,26,29,35,37,39,14,37,39,26,35,29
megasena,1996,13/12/2017,True,07,20,21,24,40,56,56,21,20,07,40,24
megasena,1997,16/12/2017,True,01,07,14,31,35,46,14,07,35,01,31,46
megasena,1998,19/12/2017,True,08,21,24,25,52,57,57,21,24,52,25,08
megasena,1999,21/12/2017,True,15,37,38,42,49,50,42,38,49,15,50,37
megasena,2000,31/12/2017,False,03,06,10,17,34,37,06,37,34,10,03,17
megasena,2001,03/01/2018,True,20,22,36,42,52,60,22,20,52,60,42,36
megasena,2002,06/01/2018,True,04,28,30,38,46,59,59,46,28,38,04,30
megasena,2003,10/01/2018,True,28,34,40,43,50,51,40,50,43,28,51,34
megasena,2004,13/01/2018,False,01,05,14,23,35,45,45,35,01,23,05,14
megasena,2005,17/01/2018,True,11,19,22,33,34,53,22,19,33,11,53,34
megasena,2006,20/01/2018,True,01,09,14,20,25,54,20,09,01,14,54,25
megasena,2007,24/01/2018,True,04,14,39,41,54,58,41,14,54,04,39,58
megasena,2008,27/01/2018,True,22,27,33,42,58,59,27,22,58,33,59,42
megasena,2009,31/01/2018,True,01,37,44,46,48,50,01,48,50,44,37,46
megasena,2010,03/02/2018,True,08,10,18,34,39,56,18,56,08,34,39,10
megasena,2011,06/02/2018,True,02,28,32,35,54,58,28,35,58,54,02,32
megasena,2012,08/02/2018,True,08,11,27,35,36,51,11,51,36,08,35,27
megasena,2013,10/02/2018,True,06,23,30,36,53,56,06,36,53,30,56,23
megasena,2014,14/02/2018,True,16,32,40,46,53,56,46,32,16,56,40,53
megasena,2015,17/02/2018,False,17,18,27,32,39,58,18,58,32,39,27,17
megasena,2016,21/02/2018,True,04,11,17,18,21,48,11,17,48,18,04,21
megasena,2017,24/02/2018,True,02,10,11,24,38,56,56,10,11,02,38,24
megasena,2018,28/02/2018,True,11,22,25,27,55,59,55,11,27,22,25,59
megasena,2019,03/03/2018,True,23,41,46,52,54,59,41,46,54,59,23,52
megasena,2020,07/03/2018,True,02,36,46,48,57,60,02,46,57,60,48,36
megasena,2021,10/03/2018,True,07,14,32,37,40,60,32,37,40,60,07,14
megasena,2022,14/03/2018,True,04,28,45,48,52,60,28,60,52,45,04,48
megasena,2023,17/03/2018,False,01,06,07,08,23,56,23,56,08,07,01,06
megasena,2024,21/03/2018,True,16,20,23,29,35,47,29,16,20,35,47,23
megasena,2025,24/03/2018,True,04,24,46,52,55,56,52,56,04,24,46,55
megasena,2026,28/03/2018,True,10,23,31,33,51,52,51,33,23,52,31,10
megasena,2027,31/03/2018,True,11,15,29,37,39,44,11,15,39,37,29,44
megasena,2028,04/04/2018,False,07,11,24,36,42,58,07,42,58,36,24,11
megasena,2029,07/04/2018,True,06,15,18,33,37,40,15,37,18,33,40,06
megasena,2030,11/04/2018,False,04,27,38,40,58,59,38,04,58,40,27,59
megasena,2031,14/04/2018,True,18,23,37,39,50,55,23,39,18,55,50,37
megasena,2032,17/04/2018,True,06,14,19,20,39,53,19,39,20,53,14,06
megasena,2033,20/04/2018,False,10,18,33,38,40,43,40,10,18,33,38,43
megasena,2034,25/04/2018,False,06,07,13,17,22,56,07,56,22,13,06,17
megasena,2035,28/04/2018,True,30,35,36,38,49,52,52,35,49,30,38,36
megasena,2036,02/05/2018,True,07,08,19,23,27,58,23,58,08,19,27,07
megasena,2037,05/05/2018,True,14,16,23,30,45,60,60,30,14,45,23,16
megasena,2038,08/05/2018,True,06,25,26,35,38,40,26,35,40,25,06,38
megasena,2039,10/05/2018,True,06,12,22,28,31,44,28,22,06,31,44,12
megasena,2040,12/05/2018,True,06,09,41,54,56,58,56,58,54,06,41,09
megasena,2041,16/05/2018,False,10,12,22,25,42,54,10,12,54,42,22,25
megasena,2042,19/05/2018,True,14,22,29,32,33,35,33,32,22,29,35,14
megasena,2043,23/05/2018,True,21,38,53,56,57,58,53,58,21,38,57,56
megasena,2044,26/05/2018,True,07,14,47,54,56,60,14,07,60,54,47,56
megasena,2045,30/05/2018,False,15,25,27,45,46,50,27,46,15,25,50,45
megasena,2046,02/06/2018,True,03,06,11,27,28,46,27,11,06,28,46,03
megasena,2047,06/06/2018,True,01,18,19,29,44,54,18,19,44,54,01,29
megasena,2048,09/06/2018,True,10,19,26,35,38,39,10,39,38,35,26,19
megasena,2049,13/06/2018,True,10,19,27,31,51,53,19,10,27,31,51,53
megasena,2050,16/06/2018,True,08,31,32,33,38,50,33,50,38,32,08,31
megasena,2051,20/06/2018,True,01,05,06,37,44,53,37,05,44,01,53,06
megasena,2052,23/06/2018,False,50,51,56,57,58,59,57,50,56,51,58,59
megasena,2053,27/06/2018,True,12,22,27,37,40,55,12,27,40,37,22,55
megasena,2054,30/06/2018,True,04,07,12,22,26,39,39,04,07,12,26,22
megasena,2055,03/07/2018,True,06,25,35,43,46,53,53,43,46,25,35,06
megasena,2056,05/07/2018,True,18,22,29,34,36,47,29,47,22,36,34,18
megasena,2057,07/07/2018,True,10,13,20,37,38,54,37,38,20,13,10,54
megasena,2058,11/07/2018,True,04,19,23,29,56,59,19,04,23,29,59,56
megasena,2059,14/07/2018,True,04,05,36,40,44,56,05,04,36,56,40,44
megasena,2060,18/07/2018,True,08,09,11,25,39,41,11,39,41,09,25,08
megasena,2061,21/07/2018,True,33,36,40,44,45,54,33,45,44,40,36,54
megasena,2062,25/07/2018,False,08,10,15,23,25,34,08,15,34,25,10,23
megasena,2063,28/07/2018,True,06,10,19,24,25,29,10,19,29,24,06,25
megasena,2064,01/08/2018,True,10,14,36,53,55,60,55,53,14,10,36,60
megasena,2065,04/08/2018,True,04,11,20,30,37,43,04,11,43,20,30,37
megasena,2066,08/08/2018,False,06,25,27,35,45,55,27,55,35,06,25,45
megasena,2067,11/08/2018,True,02,11,13,26,32,59,59,02,11,32,26,13
megasena,2068,14/08/2018,True,03,05,09,40,42,47,05,47,40,09,42,03
megasena,2069,16/08/2018,True,03,17,34,35,40,48,40,03,48,17,34,35
megasena,2070,18/08/2018,True,05,26,27,34,42,48,05,26,42,27,48,34
megasena,2071,22/08/2018,True,24,33,34,35,46,60,35,46,34,60,24,33
megasena,2072,25/08/2018,True,10,12,13,20,22,54,22,13,10,20,12,54
megasena,2073,29/08/2018,True,12,15,18,30,52,55,55,12,15,30,52,18
megasena,2074,01/09/2018,False,08,18,23,37,42,58,42,08,18,37,58,23
megasena,2075,05/09/2018,True,07,09,23,33,57,59,59,23,33,57,09,07
megasena,2076,08/09/2018,True,05,06,12,15,22,43,06,15,43,05,12,22
megasena,2077,12/09/2018,False,13,16,26,35,37,39,37,13,16,26,39,35
megasena,2078,15/09/2018,True,02,11,15,30,36,39,30,36,02,11,39,15
megasena,2079,18/09/2018,True,01,02,14,37,55,58,55,37,58,14,02,01
megasena,2080,20/09/2018,True,10,22,40,46,55,58,58,55,46,22,40,10
megasena,2081,22/09/2018,False,13,18,35,40,41,42,40,42,13,18,35,41
megasena,2082,26/09/2018,False,06,25,33,42,48,49,25,33,42,49,06,48
megasena,2083,29/09/2018,True,01,18,19,33,56,60,56,33,01,19,18,60
megasena,2084,03/10/2018,True,07,20,26,37,38,39,20,37,26,07,39,38
megasena,2085,06/10/2018,True,12,21,25,37,38,49,25,49,12,21,38,37
megasena,2086,10/10/2018,True,04,35,43,46,47,53,04,53,35,43,47,46
megasena,2087,13/10/2018,False,02,18,19,23,34,53,19,18,53,34,02,23
megasena,2088,17/10/2018,False,03,14,24,27,38,56,24,03,27,38,14,56
megasena,2089,20/10/2018,True,05,10,32,38,48,49,38,48,05,49,10,32
megasena,2090,23/10/2018,True,08,11,18,37,40,51,11,08,18,40,37,51
megasena,2091,25/10/2018,False,10,11,12,37,38,59,12,11,10,59,38,37
megasena,2092,27/10/2018,True,11,13,15,17,22,27,13,17,27,11,15,22
megasena,2093,31/10/2018,True,08,14,27,34,52,54,54,34,52,08,14,27
megasena,2094,03/11/2018,True,04,16,19,31,33,44,04,33,16,44,19,31
megasena,2095,07/11/2018,True,16,29,35,43,49,56,49,29,56,43,35,16
megasena,2096,10/11/2018,True,06,11,13,19,24,51,11,51,06,24,13,19
megasena,2097,14/11/2018,True,09,24,28,45,49,51,51,28,24,49,09,45
megasena,2098,17/11/2018,True,02,08,18,27,38,60,02,38,27,60,18,08
megasena,2099,21/11/2018,True,05,15,20,27,30,58,30,15,05,58,20,27
megasena,2100,24/11/2018,False,01,10,11,13,35,49,01,35,13,11,10,49
megasena,2101,28/11/2018,True,02,08,18,37,56,58,58,56,18,08,02,37
megasena,2102,01/12/2018,True,04,06,17,34,51,57,06,04,17,57,34,51
megasena,2103,04/12/2018,True,03,13,40,44,46,50,13,40,50,46,03,44
megasena,2104,06/12/2018,True,02,10,12,27,45,56,12,45,10,56,02,27
megasena,2105,08/12/2018,True,11,13,16,24,31,46,16,46,13,11,24,31
megasena,2106,12/12/2018,True,03,27,36,39,40,43,27,03,39,40,36,43
